"StageName","StageType","Result","Resource Start","Direction","Name","Field","Row","Type","Value"
,,,,OUT,"Pending Items Collection","Item ID","29","Text","6fe5d888-cf1f-4cce-9995-f071f42e1f06"
,,,,OUT,"Pending Items Collection","Item ID","30","Text","ef7835fa-911e-45e2-8cdf-db7463ed15cd"
,,,,OUT,"Pending Items Collection","Item ID","31","Text","35be1dd3-0335-4a78-b42c-b1b96b26e0bc"
,,,,OUT,"Pending Items Collection","Item ID","32","Text","2312f774-f7d2-40da-9bbb-b80026635526"
,,,,OUT,"Pending Items Collection","Item ID","33","Text","60bd92f3-07ea-4d3e-a3b7-40d6c8d578f1"
,,,,OUT,"Pending Items Collection","Item ID","34","Text","35998344-932c-4230-850c-7b7a3a71eca6"
,,,,OUT,"Pending Items Collection","Item ID","35","Text","c11fa22d-6deb-4ffc-8c8c-13da822c9c9d"
,,,,OUT,"Pending Items Collection","Item ID","36","Text","dddae189-ddf4-4ccf-a0b4-350b0f475b6d"
,,,,OUT,"Pending Items Collection","Item ID","37","Text","31287592-bea7-4517-acf3-1161c1774378"
,,,,OUT,"Pending Items Collection","Item ID","38","Text","75ff169b-2015-4014-a99d-26ff3ce35099"
,,,,OUT,"Pending Items Collection","Item ID","39","Text","4afaf02b-f1d3-414b-9cde-d709f9636bac"
,,,,OUT,"Pending Items Collection","Item ID","40","Text","1c88598c-657d-47ed-9497-958ca608eb1c"
,,,,OUT,"Pending Items Collection","Item ID","41","Text","71a44013-0e6f-4531-9de6-5ab6977cc256"
,,,,OUT,"Pending Items Collection","Item ID","42","Text","a39cc57d-e90a-497b-889a-00f41be9a137"
,,,,OUT,"Pending Items Collection","Item ID","43","Text","3d2b2f95-2403-4168-bf9a-9cad618bc4f0"
,,,,OUT,"Pending Items Collection","Item ID","44","Text","e963095e-fd76-47a2-bf67-241833b12355"
,,,,OUT,"Pending Items Collection","Item ID","45","Text","86caaea3-9415-487e-aef5-22a6af1d42ff"
,,,,OUT,"Pending Items Collection","Item ID","46","Text","ede0abf6-669b-43d4-9854-273227dc47b2"
,,,,OUT,"Pending Items Collection","Item ID","47","Text","c7785e11-9747-4e63-be3d-51a6949fb984"
,,,,OUT,"Pending Items Collection","Item ID","48","Text","6799875f-fac4-4b76-a576-919ed8b9f838"
,,,,OUT,"Pending Items Collection","Item ID","49","Text","60222936-8bc4-4716-87bc-9e753a0e63fb"
,,,,OUT,"Pending Items Collection","Item ID","50","Text","c385c30b-11a6-4748-817a-2a0b96bf9c2a"
,,,,OUT,"Pending Items Collection","Item ID","51","Text","300854c6-71e7-4bae-812b-08babdd7d2f9"
,,,,OUT,"Pending Items Collection","Item ID","52","Text","c6bbc6ea-6738-40ab-90e1-38181786c697"
,,,,OUT,"Pending Items Collection","Item ID","53","Text","c32d0ef8-cc08-40f7-92cd-504fc2d89418"
,,,,OUT,"Pending Items Collection","Item ID","54","Text","d84ce68a-5e1d-4e74-be1d-06f2d1c06e1e"
,,,,OUT,"Pending Items Collection","Item ID","55","Text","f1693e6a-1be3-4bff-8525-21f6c04d7ed8"
,,,,OUT,"Pending Items Collection","Item ID","56","Text","25bebf06-60ad-49de-98ed-cf0b0199cc4d"
,,,,OUT,"Pending Items Collection","Item ID","57","Text","32a08ef9-cdd6-479e-a848-5a6f6e4b0a68"
,,,,OUT,"Pending Items Collection","Item ID","58","Text","55944f32-5650-438c-8fcc-2ffae6d03e91"
,,,,OUT,"Pending Items Collection","Item ID","59","Text","862688d8-693e-49f4-9ecc-acac2ec3391b"
,,,,OUT,"Pending Items Collection","Item ID","60","Text","dd55b076-564f-47b5-be70-b30f772d0f27"
,,,,OUT,"Pending Items Collection","Item ID","61","Text","d8850eca-c2bc-4e6f-a91c-248b9891176c"
,,,,OUT,"Pending Items Collection","Item ID","62","Text","cad72cbc-c6db-4312-98a5-aa305f167bc2"
,,,,OUT,"Pending Items Collection","Item ID","63","Text","c140d947-127e-4430-95e7-48dcde306509"
,,,,OUT,"Pending Items Collection","Item ID","64","Text","c5a5d3ab-8988-4b7f-86d9-4a3f8a2158ee"
,,,,OUT,"Pending Items Collection","Item ID","65","Text","4689703b-ea35-438e-9ea0-a9bf91c2635e"
,,,,OUT,"Pending Items Collection","Item ID","66","Text","2222f942-7138-44f8-af91-138fc57c6a20"
,,,,OUT,"Pending Items Collection","Item ID","67","Text","e3c1cda2-2824-4f06-be13-21fd7bacc3f6"
,,,,OUT,"Pending Items Collection","Item ID","68","Text","9dcc3fb3-4acd-41f5-b0b7-c502b1881d50"
,,,,OUT,"Pending Items Collection","Item ID","69","Text","9b45803a-78d0-42eb-8999-93c42f40941b"
,,,,OUT,"Pending Items Collection","Item ID","70","Text","639db50e-319e-4bfe-914c-849fe6886ce2"
,,,,OUT,"Pending Items Collection","Item ID","71","Text","5664d8a4-3fa8-4225-a6a2-8b5970914bea"
,,,,OUT,"Pending Items Collection","Item ID","72","Text","d8aecd0a-0592-437e-a954-78f8dcc5c508"
,,,,OUT,"Pending Items Collection","Item ID","73","Text","460eeeea-ea05-4cc8-9539-93dc2d372157"
,,,,OUT,"Pending Items Collection","Item ID","74","Text","d77f3abc-47a7-4d2c-b8e6-dc031a073f1a"
,,,,OUT,"Pending Items Collection","Item ID","75","Text","8c21f613-318c-4ec8-95a5-4e0536ef6fec"
"Start","Start",,"3/22/2024 11:12:42 AM"

,,,,IN,"Queue Name",,,"Text","TEAM RED(Eduard, Paula)_UI Bank - Loader Process"
,,,,IN,"TagFilter",,,"Text",""
"End","End",,"3/22/2024 11:12:42 AM"

,,,,OUT,"Pending Items Collection",,,,
,,,,OUT,"Pending Items Count",,,"Number","75"
,,,,OUT,"Pending Items Collection","Item ID","1","Text","bf3494e7-5ee3-49ac-8c06-712392a0392a"
,,,,OUT,"Pending Items Collection","Item ID","2","Text","356ca068-f47a-4039-826c-7d18d7ac4ca7"
,,,,OUT,"Pending Items Collection","Item ID","3","Text","3f0478ad-82d6-425d-a96c-9c4a0717cc6c"
,,,,OUT,"Pending Items Collection","Item ID","4","Text","794ccb1d-8949-4298-b187-e53b2952d289"
,,,,OUT,"Pending Items Collection","Item ID","5","Text","ea8c0885-102d-46e8-aa3b-dd2c2fc711be"
,,,,OUT,"Pending Items Collection","Item ID","6","Text","d5ab63f7-9742-4efc-89ae-f7565ec2eeba"
,,,,OUT,"Pending Items Collection","Item ID","7","Text","1c2b9a2e-89da-4614-b162-dbe89a7ffd4e"
,,,,OUT,"Pending Items Collection","Item ID","8","Text","a9ded7ae-1640-4d3b-abab-45887d87001d"
,,,,OUT,"Pending Items Collection","Item ID","9","Text","a3d983b9-429b-40aa-b827-a72dfbac8a88"
,,,,OUT,"Pending Items Collection","Item ID","10","Text","d8b4bad1-1e03-489c-a6a7-f2b5e581471c"
,,,,OUT,"Pending Items Collection","Item ID","11","Text","043e30ae-c398-442f-87e6-c4ce751b6b7c"
,,,,OUT,"Pending Items Collection","Item ID","12","Text","dbf3cb25-cefb-42de-8fcb-dab2002409a4"
,,,,OUT,"Pending Items Collection","Item ID","13","Text","f5710f02-f0b6-4b94-9b24-c0a5a9e18e0c"
,,,,OUT,"Pending Items Collection","Item ID","14","Text","af21c7f5-dfea-4627-9d79-4e0880608b14"
,,,,OUT,"Pending Items Collection","Item ID","15","Text","95a3c621-5f17-439c-8333-c8e31b6a3e70"
,,,,OUT,"Pending Items Collection","Item ID","16","Text","7149e5ec-0554-4859-80c4-aeed8607578a"
,,,,OUT,"Pending Items Collection","Item ID","17","Text","9a20a241-b2f1-4f19-8f01-93a68b989e8a"
,,,,OUT,"Pending Items Collection","Item ID","18","Text","e370c248-b8f1-4561-9f3e-51819b87990a"
,,,,OUT,"Pending Items Collection","Item ID","19","Text","e3674a6c-8a1a-4789-8ab9-7e4a9989e28b"
,,,,OUT,"Pending Items Collection","Item ID","20","Text","40d71ae8-814b-4533-956b-b6bae791a48f"
,,,,OUT,"Pending Items Collection","Item ID","21","Text","5c88d47f-2582-4880-88bb-5f09d7d4eba7"
,,,,OUT,"Pending Items Collection","Item ID","22","Text","01d66b82-9ccd-4aa3-9261-dd9679daa0a8"
,,,,OUT,"Pending Items Collection","Item ID","23","Text","9fe5c1cd-7924-4d2a-9211-4d9dddd5239a"
,,,,OUT,"Pending Items Collection","Item ID","24","Text","91945df6-f524-4d03-bfff-4be8226df05b"
,,,,OUT,"Pending Items Collection","Item ID","25","Text","95b5bb45-f376-4f34-8248-b90c76635b69"
,,,,OUT,"Pending Items Collection","Item ID","26","Text","b158e8e9-859b-4f7b-bc4f-6dc1c55b4dd8"
,,,,OUT,"Pending Items Collection","Item ID","27","Text","31b1a331-2ca8-4009-8988-b692a5f11b48"
,,,,OUT,"Pending Items Collection","Item ID","28","Text","0b7a6c2d-59a4-4648-896e-5bd8f573f657"
,,,,OUT,"Pending Items Collection","Item ID","29","Text","6fe5d888-cf1f-4cce-9995-f071f42e1f06"
,,,,OUT,"Pending Items Collection","Item ID","30","Text","ef7835fa-911e-45e2-8cdf-db7463ed15cd"
,,,,OUT,"Pending Items Collection","Item ID","31","Text","35be1dd3-0335-4a78-b42c-b1b96b26e0bc"
,,,,OUT,"Pending Items Collection","Item ID","32","Text","2312f774-f7d2-40da-9bbb-b80026635526"
,,,,OUT,"Pending Items Collection","Item ID","33","Text","60bd92f3-07ea-4d3e-a3b7-40d6c8d578f1"
,,,,OUT,"Pending Items Collection","Item ID","34","Text","35998344-932c-4230-850c-7b7a3a71eca6"
,,,,OUT,"Pending Items Collection","Item ID","35","Text","c11fa22d-6deb-4ffc-8c8c-13da822c9c9d"
,,,,OUT,"Pending Items Collection","Item ID","36","Text","dddae189-ddf4-4ccf-a0b4-350b0f475b6d"
,,,,OUT,"Pending Items Collection","Item ID","37","Text","31287592-bea7-4517-acf3-1161c1774378"
,,,,OUT,"Pending Items Collection","Item ID","38","Text","75ff169b-2015-4014-a99d-26ff3ce35099"
,,,,OUT,"Pending Items Collection","Item ID","39","Text","4afaf02b-f1d3-414b-9cde-d709f9636bac"
,,,,OUT,"Pending Items Collection","Item ID","40","Text","1c88598c-657d-47ed-9497-958ca608eb1c"
,,,,OUT,"Pending Items Collection","Item ID","41","Text","71a44013-0e6f-4531-9de6-5ab6977cc256"
,,,,OUT,"Pending Items Collection","Item ID","42","Text","a39cc57d-e90a-497b-889a-00f41be9a137"
,,,,OUT,"Pending Items Collection","Item ID","43","Text","3d2b2f95-2403-4168-bf9a-9cad618bc4f0"
,,,,OUT,"Pending Items Collection","Item ID","44","Text","e963095e-fd76-47a2-bf67-241833b12355"
,,,,OUT,"Pending Items Collection","Item ID","45","Text","86caaea3-9415-487e-aef5-22a6af1d42ff"
,,,,OUT,"Pending Items Collection","Item ID","46","Text","ede0abf6-669b-43d4-9854-273227dc47b2"
,,,,OUT,"Pending Items Collection","Item ID","47","Text","c7785e11-9747-4e63-be3d-51a6949fb984"
,,,,OUT,"Pending Items Collection","Item ID","48","Text","6799875f-fac4-4b76-a576-919ed8b9f838"
,,,,OUT,"Pending Items Collection","Item ID","49","Text","60222936-8bc4-4716-87bc-9e753a0e63fb"
,,,,OUT,"Pending Items Collection","Item ID","50","Text","c385c30b-11a6-4748-817a-2a0b96bf9c2a"
,,,,OUT,"Pending Items Collection","Item ID","51","Text","300854c6-71e7-4bae-812b-08babdd7d2f9"
,,,,OUT,"Pending Items Collection","Item ID","52","Text","c6bbc6ea-6738-40ab-90e1-38181786c697"
,,,,OUT,"Pending Items Collection","Item ID","53","Text","c32d0ef8-cc08-40f7-92cd-504fc2d89418"
,,,,OUT,"Pending Items Collection","Item ID","54","Text","d84ce68a-5e1d-4e74-be1d-06f2d1c06e1e"
,,,,OUT,"Pending Items Collection","Item ID","55","Text","f1693e6a-1be3-4bff-8525-21f6c04d7ed8"
,,,,OUT,"Pending Items Collection","Item ID","56","Text","25bebf06-60ad-49de-98ed-cf0b0199cc4d"
,,,,OUT,"Pending Items Collection","Item ID","57","Text","32a08ef9-cdd6-479e-a848-5a6f6e4b0a68"
,,,,OUT,"Pending Items Collection","Item ID","58","Text","55944f32-5650-438c-8fcc-2ffae6d03e91"
,,,,OUT,"Pending Items Collection","Item ID","59","Text","862688d8-693e-49f4-9ecc-acac2ec3391b"
,,,,OUT,"Pending Items Collection","Item ID","60","Text","dd55b076-564f-47b5-be70-b30f772d0f27"
,,,,OUT,"Pending Items Collection","Item ID","61","Text","d8850eca-c2bc-4e6f-a91c-248b9891176c"
,,,,OUT,"Pending Items Collection","Item ID","62","Text","cad72cbc-c6db-4312-98a5-aa305f167bc2"
,,,,OUT,"Pending Items Collection","Item ID","63","Text","c140d947-127e-4430-95e7-48dcde306509"
,,,,OUT,"Pending Items Collection","Item ID","64","Text","c5a5d3ab-8988-4b7f-86d9-4a3f8a2158ee"
,,,,OUT,"Pending Items Collection","Item ID","65","Text","4689703b-ea35-438e-9ea0-a9bf91c2635e"
,,,,OUT,"Pending Items Collection","Item ID","66","Text","2222f942-7138-44f8-af91-138fc57c6a20"
,,,,OUT,"Pending Items Collection","Item ID","67","Text","e3c1cda2-2824-4f06-be13-21fd7bacc3f6"
,,,,OUT,"Pending Items Collection","Item ID","68","Text","9dcc3fb3-4acd-41f5-b0b7-c502b1881d50"
,,,,OUT,"Pending Items Collection","Item ID","69","Text","9b45803a-78d0-42eb-8999-93c42f40941b"
,,,,OUT,"Pending Items Collection","Item ID","70","Text","639db50e-319e-4bfe-914c-849fe6886ce2"
,,,,OUT,"Pending Items Collection","Item ID","71","Text","5664d8a4-3fa8-4225-a6a2-8b5970914bea"
,,,,OUT,"Pending Items Collection","Item ID","72","Text","d8aecd0a-0592-437e-a954-78f8dcc5c508"
,,,,OUT,"Pending Items Collection","Item ID","73","Text","460eeeea-ea05-4cc8-9539-93dc2d372157"
,,,,OUT,"Pending Items Collection","Item ID","74","Text","d77f3abc-47a7-4d2c-b8e6-dc031a073f1a"
,,,,OUT,"Pending Items Collection","Item ID","75","Text","8c21f613-318c-4ec8-95a5-4e0536ef6fec"
"Initialization","Sub Sheet",,"3/22/2024 11:12:42 AM"
"Start","Start",,"3/22/2024 11:12:42 AM"
"Outlook Exist?","Decision","True","3/22/2024 11:12:46 AM"
"Kill Process?","Decision","False","3/22/2024 11:12:46 AM"
"Kill Process?","Decision","False","3/22/2024 11:12:46 AM"
"End","End",,"3/22/2024 11:12:46 AM"
"Lauch Browser","Sub Sheet",,"3/22/2024 11:12:46 AM"
"End","End",,"3/22/2024 11:13:03 AM"
"Log In","Sub Sheet",,"3/22/2024 11:13:05 AM"
"Get Credential","Action",,"3/22/2024 11:13:05 AM"

,,,,IN,"Credentials Name",,,"Text","TEAM_RED(Paula, Eduard)_UiBank - Credentials"
,,,,OUT,"Username",,,"Text","PaulaOrdonezSOA"
,,,,OUT,"Password",,,"Password","???????????????"
,,,,OUT,"Expiry Date",,,"Date","2024/06/20"
,,,,OUT,"Status",,,"Text","Valid"
"Check Credentials Invalid","Decision","True","3/22/2024 11:13:05 AM"
"Check Credentials Expiry ","Decision","True","3/22/2024 11:13:05 AM"
"End","End",,"3/22/2024 11:13:24 AM"
"Full Data?","Decision","True","3/22/2024 11:13:28 AM"
"01 - Navigate","Sub Sheet",,"3/22/2024 11:13:28 AM"
"Start","Start",,"3/22/2024 11:13:28 AM"
"End","End",,"3/22/2024 11:13:29 AM"
"02 - Create Loan","Sub Sheet",,"3/22/2024 11:13:29 AM"
"03 - Get Results","Sub Sheet",,"3/22/2024 11:13:32 AM"

,,,,OUT,"Result Collection",,,,
,,,,OUT,"Result Collection","Name","1","Text","Isabella Reyes"
,,,,OUT,"Result Collection","Email","1","Text","nisi.dictum@outlook.ca"
,,,,OUT,"Result Collection","Age","1","Text","51"
,,,,OUT,"Result Collection","Annual Income","1","Text","82058"
,,,,OUT,"Result Collection","Loan Amount","1","Text","3616.41"
,,,,OUT,"Result Collection","Loan Request Date","1","Text","19-Jan-24"
,,,,OUT,"Result Collection","Loan Term","1","Text","3"
,,,,OUT,"Result Collection","Loan Approved","1","Text","You've been approved for a loan with UiBank!"
,,,,OUT,"Result Collection","APR %","1","Text","7% APR"
,,,,OUT,"Result Collection","Loan ID","1","Text","65fd67dbdc66e35ff1835726"
,,,,OUT,"Result Collection","loan info","1","Text",""
,,,,OUT,"Result Collection","Full Data","1","Text","True"
,,,,OUT,"Result Collection","User Index","1","Number","0"
,,,,OUT,"Result Collection","File Name","1","Text","UiBankLoanAppData.xlsx"
,,,,OUT,"Result Collection","ID","1","Text","Isabenisi.ppData.xlsx - 22.03.2024"
,,,,OUT,"Result Collection","Sender Email","1","Text","fvtvlnight@gmail.com"
"Mark Item As Completed","Sub Sheet",,"3/22/2024 11:13:34 AM"
"Set Tag","Action",,"3/22/2024 11:13:34 AM"

,,,,IN,"Item ID",,,"Text","bf3494e7-5ee3-49ac-8c06-712392a0392a"
,,,,IN,"Tag",,,"Text","Completed"
"Mark Completed","Action",,"3/22/2024 11:13:34 AM"

,,,,IN,"Item ID",,,"Text","bf3494e7-5ee3-49ac-8c06-712392a0392a"
"Reset Consecutive Exception Indicators","Multiple Calculation",,"3/22/2024 11:13:35 AM"

,,,,OUT,"step1",,,"Text",""
,,,,OUT,"step2",,,"Number","0"
"Collection Manipulates","Sub Sheet",,"3/22/2024 11:13:35 AM"

,,,,IN,"Input Collection",,,,
,,,,IN,"Input Collection","Name","1","Text","Isabella Reyes"
,,,,IN,"Input Collection","Email","1","Text","nisi.dictum@outlook.ca"
,,,,IN,"Input Collection","Age","1","Text","51"
,,,,IN,"Input Collection","Annual Income","1","Text","82058"
,,,,IN,"Input Collection","Loan Amount","1","Text","3616.41"
,,,,IN,"Input Collection","Loan Request Date","1","Text","19-Jan-24"
,,,,IN,"Input Collection","Loan Term","1","Text","3"
,,,,IN,"Input Collection","Loan Approved","1","Text","You've been approved for a loan with UiBank!"
,,,,IN,"Input Collection","APR %","1","Text","7% APR"
,,,,IN,"Input Collection","Loan ID","1","Text","65fd67dbdc66e35ff1835726"
,,,,IN,"Input Collection","loan info","1","Text",""
,,,,IN,"Input Collection","Full Data","1","Text","True"
,,,,IN,"Input Collection","User Index","1","Number","0"
,,,,IN,"Input Collection","File Name","1","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","ID","1","Text","Isabenisi.ppData.xlsx - 22.03.2024"
,,,,IN,"Input Collection","Sender Email","1","Text","fvtvlnight@gmail.com"
"Start","Start",,"3/22/2024 11:13:35 AM"

,,,,IN,"Input Collection",,,,
,,,,IN,"Input Collection","Name","1","Text","Isabella Reyes"
,,,,IN,"Input Collection","Email","1","Text","nisi.dictum@outlook.ca"
,,,,IN,"Input Collection","Age","1","Text","51"
,,,,IN,"Input Collection","Annual Income","1","Text","82058"
,,,,IN,"Input Collection","Loan Amount","1","Text","3616.41"
,,,,IN,"Input Collection","Loan Request Date","1","Text","19-Jan-24"
,,,,IN,"Input Collection","Loan Term","1","Text","3"
,,,,IN,"Input Collection","Loan Approved","1","Text","You've been approved for a loan with UiBank!"
,,,,IN,"Input Collection","APR %","1","Text","7% APR"
,,,,IN,"Input Collection","Loan ID","1","Text","65fd67dbdc66e35ff1835726"
,,,,IN,"Input Collection","loan info","1","Text",""
,,,,IN,"Input Collection","Full Data","1","Text","True"
,,,,IN,"Input Collection","User Index","1","Number","0"
,,,,IN,"Input Collection","File Name","1","Text","UiBankLoanAppData.xlsx"
,,,,IN,"Input Collection","ID","1","Text","Isabenisi.ppData.xlsx - 22.03.2024"
,,,,IN,"Input Collection","Sender Email","1","Text","fvtvlnight@gmail.com"
"End","End",,"3/22/2024 11:13:41 AM"
"Get Pending Item","Sub Sheet",,"3/22/2024 11:13:41 AM"

,,,,IN,"Queue Name",,,"Text","TEAM RED(Eduard, Paula)_UI Bank - Loader Process"
,,,,IN,"TagFilter",,,"Text","UiBankLoanAppData.xlsx"
,,,,OUT,"Pending Items Collection",,,,
,,,,OUT,"Pending Items Count",,,"Number","24"
,,,,OUT,"Pending Items Collection","Item ID","1","Text","356ca068-f47a-4039-826c-7d18d7ac4ca7"
,,,,OUT,"Pending Items Collection","Item ID","2","Text","3f0478ad-82d6-425d-a96c-9c4a0717cc6c"
,,,,OUT,"Pending Items Collection","Item ID","3","Text","794ccb1d-8949-4298-b187-e53b2952d289"
,,,,OUT,"Pending Items Collection","Item ID","4","Text","ea8c0885-102d-46e8-aa3b-dd2c2fc711be"
,,,,OUT,"Pending Items Collection","Item ID","5","Text","d5ab63f7-9742-4efc-89ae-f7565ec2eeba"
,,,,OUT,"Pending Items Collection","Item ID","6","Text","1c2b9a2e-89da-4614-b162-dbe89a7ffd4e"
,,,,OUT,"Pending Items Collection","Item ID","7","Text","a9ded7ae-1640-4d3b-abab-45887d87001d"
,,,,OUT,"Pending Items Collection","Item ID","8","Text","a3d983b9-429b-40aa-b827-a72dfbac8a88"
,,,,OUT,"Pending Items Collection","Item ID","9","Text","d8b4bad1-1e03-489c-a6a7-f2b5e581471c"
,,,,OUT,"Pending Items Collection","Item ID","10","Text","043e30ae-c398-442f-87e6-c4ce751b6b7c"
,,,,OUT,"Pending Items Collection","Item ID","11","Text","dbf3cb25-cefb-42de-8fcb-dab2002409a4"
,,,,OUT,"Pending Items Collection","Item ID","12","Text","f5710f02-f0b6-4b94-9b24-c0a5a9e18e0c"
,,,,OUT,"Pending Items Collection","Item ID","13","Text","af21c7f5-dfea-4627-9d79-4e0880608b14"
,,,,OUT,"Pending Items Collection","Item ID","14","Text","95a3c621-5f17-439c-8333-c8e31b6a3e70"
,,,,OUT,"Pending Items Collection","Item ID","15","Text","7149e5ec-0554-4859-80c4-aeed8607578a"
,,,,OUT,"Pending Items Collection","Item ID","16","Text","9a20a241-b2f1-4f19-8f01-93a68b989e8a"
,,,,OUT,"Pending Items Collection","Item ID","17","Text","e370c248-b8f1-4561-9f3e-51819b87990a"
,,,,OUT,"Pending Items Collection","Item ID","18","Text","e3674a6c-8a1a-4789-8ab9-7e4a9989e28b"
,,,,OUT,"Pending Items Collection","Item ID","19","Text","40d71ae8-814b-4533-956b-b6bae791a48f"
,,,,OUT,"Pending Items Collection","Item ID","20","Text","5c88d47f-2582-4880-88bb-5f09d7d4eba7"
,,,,OUT,"Pending Items Collection","Item ID","21","Text","01d66b82-9ccd-4aa3-9261-dd9679daa0a8"
,,,,OUT,"Pending Items Collection","Item ID","22","Text","9fe5c1cd-7924-4d2a-9211-4d9dddd5239a"
,,,,OUT,"Pending Items Collection","Item ID","23","Text","91945df6-f524-4d03-bfff-4be8226df05b"
,,,,OUT,"Pending Items Collection","Item ID","24","Text","95b5bb45-f376-4f34-8248-b90c76635b69"
"Start","Start",,"3/22/2024 11:13:41 AM"

,,,,IN,"Queue Name",,,"Text","TEAM RED(Eduard, Paula)_UI Bank - Loader Process"
,,,,IN,"TagFilter",,,"Text","UiBankLoanAppData.xlsx"
"End","End",,"3/22/2024 11:13:41 AM"

,,,,OUT,"Pending Items Collection",,,,
,,,,OUT,"Pending Items Count",,,"Number","24"
,,,,OUT,"Pending Items Collection","Item ID","1","Text","356ca068-f47a-4039-826c-7d18d7ac4ca7"
,,,,OUT,"Pending Items Collection","Item ID","2","Text","3f0478ad-82d6-425d-a96c-9c4a0717cc6c"
,,,,OUT,"Pending Items Collection","Item ID","3","Text","794ccb1d-8949-4298-b187-e53b2952d289"
,,,,OUT,"Pending Items Collection","Item ID","4","Text","ea8c0885-102d-46e8-aa3b-dd2c2fc711be"
,,,,OUT,"Pending Items Collection","Item ID","5","Text","d5ab63f7-9742-4efc-89ae-f7565ec2eeba"
,,,,OUT,"Pending Items Collection","Item ID","6","Text","1c2b9a2e-89da-4614-b162-dbe89a7ffd4e"
,,,,OUT,"Pending Items Collection","Item ID","7","Text","a9ded7ae-1640-4d3b-abab-45887d87001d"
,,,,OUT,"Pending Items Collection","Item ID","8","Text","a3d983b9-429b-40aa-b827-a72dfbac8a88"
,,,,OUT,"Pending Items Collection","Item ID","9","Text","d8b4bad1-1e03-489c-a6a7-f2b5e581471c"
,,,,OUT,"Pending Items Collection","Item ID","10","Text","043e30ae-c398-442f-87e6-c4ce751b6b7c"
